138	nucleotide-excision repair factor 1 complex	cellular_component	GO:0000110	0	0	0
139	nucleotide-excision repair factor 2 complex	cellular_component	GO:0000111	0	0	0
140	nucleotide-excision repair factor 3 complex	cellular_component	GO:0000112	0	0	0
141	nucleotide-excision repair factor 4 complex	cellular_component	GO:0000113	0	0	0
142	obsolete regulation of transcription involved in G1 phase of mitotic cell cycle	biological_process	GO:0000114	1	0	0
143	obsolete regulation of transcription involved in S phase of mitotic cell cycle	biological_process	GO:0000115	1	0	0
144	obsolete regulation of transcription involved in G2-phase of mitotic cell cycle	biological_process	GO:0000116	1	0	0
145	regulation of transcription involved in G2/M transition of mitotic cell cycle	biological_process	GO:0000117	0	0	0
146	histone deacetylase complex	cellular_component	GO:0000118	0	0	0
147	RNA polymerase I transcription factor complex	cellular_component	GO:0000120	0	0	0
148	glycerol-1-phosphatase activity	molecular_function	GO:0000121	0	0	0
149	negative regulation of transcription by RNA polymerase II	biological_process	GO:0000122	0	0	0
150	histone acetyltransferase complex	cellular_component	GO:0000123	0	0	0
151	SAGA complex	cellular_component	GO:0000124	0	0	0
152	PCAF complex	cellular_component	GO:0000125	0	0	0
153	transcription factor TFIIIB complex	cellular_component	GO:0000126	0	0	0
154	transcription factor TFIIIC complex	cellular_component	GO:0000127	0	0	0
155	flocculation	biological_process	GO:0000128	0	0	0
156	incipient cellular bud site	cellular_component	GO:0000131	0	0	0
157	establishment of mitotic spindle orientation	biological_process	GO:0000132	0	0	0
158	polarisome	cellular_component	GO:0000133	0	0	0
159	alpha-1,6-mannosyltransferase complex	cellular_component	GO:0000136	0	0	0
160	Golgi cis cisterna	cellular_component	GO:0000137	0	0	0
161	Golgi trans cisterna	cellular_component	GO:0000138	0	0	0
162	Golgi membrane	cellular_component	GO:0000139	0	0	0
163	acylglycerone-phosphate reductase activity	molecular_function	GO:0000140	0	0	0
164	cellular bud neck contractile ring	cellular_component	GO:0000142	0	0	0
165	cellular bud neck septin ring	cellular_component	GO:0000144	0	0	0
166	exocyst	cellular_component	GO:0000145	0	0	0
167	microfilament motor activity	molecular_function	GO:0000146	0	0	0
168	actin cortical patch assembly	biological_process	GO:0000147	0	0	0
169	1,3-beta-D-glucan synthase complex	cellular_component	GO:0000148	0	0	0
170	SNARE binding	molecular_function	GO:0000149	0	0	0
171	recombinase activity	molecular_function	GO:0000150	0	0	0
172	ubiquitin ligase complex	cellular_component	GO:0000151	0	0	0
173	nuclear ubiquitin ligase complex	cellular_component	GO:0000152	0	0	0
174	cytoplasmic ubiquitin ligase complex	cellular_component	GO:0000153	0	0	0
175	rRNA modification	biological_process	GO:0000154	0	0	0
176	phosphorelay sensor kinase activity	molecular_function	GO:0000155	0	0	0
177	phosphorelay response regulator activity	molecular_function	GO:0000156	0	0	0
178	protein phosphatase type 2A complex	cellular_component	GO:0000159	0	0	0
179	phosphorelay signal transduction system	biological_process	GO:0000160	0	0	0
180	osmosensory signaling MAPK cascade	biological_process	GO:0000161	0	0	0
181	tryptophan biosynthetic process	biological_process	GO:0000162	0	0	0
182	protein phosphatase type 1 complex	cellular_component	GO:0000164	0	0	0
183	MAPK cascade	biological_process	GO:0000165	0	0	0
184	nucleotide binding	molecular_function	GO:0000166	0	0	0
185	activation of MAPKKK activity involved in osmosensory signaling pathway	biological_process	GO:0000167	0	0	0
186	activation of MAPKK activity involved in osmosensory signaling pathway	biological_process	GO:0000168	0	0	0
187	activation of MAPK activity involved in osmosensory signaling pathway	biological_process	GO:0000169	0	0	0
188	sphingosine hydroxylase activity	molecular_function	GO:0000170	0	0	0
189	ribonuclease MRP activity	molecular_function	GO:0000171	0	0	0
190	ribonuclease MRP complex	cellular_component	GO:0000172	0	0	0
191	inactivation of MAPK activity involved in osmosensory signaling pathway	biological_process	GO:0000173	0	0	0
192	obsolete inactivation of MAPK (mating sensu Saccharomyces)	biological_process	GO:0000174	1	0	0
193	pheromone-dependent signal transduction involved in conjugation with cellular fusion	biological_process	GO:0000750	0	0	0
194	3'-5'-exoribonuclease activity	molecular_function	GO:0000175	0	0	0
195	nuclear exosome (RNase complex)	cellular_component	GO:0000176	0	0	0
196	cytoplasmic exosome (RNase complex)	cellular_component	GO:0000177	0	0	0
197	exosome (RNase complex)	cellular_component	GO:0000178	0	0	0
198	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	GO:0000179	0	0	0
199	obsolete cytosolic large ribosomal subunit	cellular_component	GO:0000180	1	0	0
200	cytosolic large ribosomal subunit	cellular_component	GO:0022625	0	0	0
201	obsolete cytosolic small ribosomal subunit	cellular_component	GO:0000181	1	0	0
202	cytosolic small ribosomal subunit	cellular_component	GO:0022627	0	0	0
203	rDNA binding	molecular_function	GO:0000182	0	0	0
204	chromatin silencing at rDNA	biological_process	GO:0000183	0	0	0
205	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	biological_process	GO:0000184	0	0	0
206	activation of MAPKKK activity	biological_process	GO:0000185	0	0	0
207	activation of MAPKK activity	biological_process	GO:0000186	0	0	0
208	activation of MAPK activity	biological_process	GO:0000187	0	0	0
209	inactivation of MAPK activity	biological_process	GO:0000188	0	0	0
210	obsolete MAPK import into nucleus	biological_process	GO:0000189	1	0	0
211	protein import into nucleus	biological_process	GO:0006606	0	0	0
212	obsolete MAPKKK cascade (pseudohyphal growth)	biological_process	GO:0000190	1	0	0
213	obsolete activation of MAPKKK (pseudohyphal growth)	biological_process	GO:0000191	1	0	0
214	obsolete activation of MAPKK (pseudohyphal growth)	biological_process	GO:0000192	1	0	0
215	obsolete activation of MAPK (pseudohyphal growth)	biological_process	GO:0000193	1	0	0
216	obsolete inactivation of MAPK (pseudohyphal growth)	biological_process	GO:0000194	1	0	0
217	obsolete nuclear translocation of MAPK (pseudohyphal growth)	biological_process	GO:0000195	1	0	0
218	cell wall integrity MAPK cascade	biological_process	GO:0000196	0	0	0
219	activation of MAPKKK activity involved in cell wall organization or biogenesis	biological_process	GO:0000197	0	0	0
220	activation of MAPKK activity involved in cell wall organization or biogenesis	biological_process	GO:0000198	0	0	0
221	activation of MAPK activity involved in cell wall organization or biogenesis	biological_process	GO:0000199	0	0	0
222	inactivation of MAPK activity involved in cell wall organization or biogenesis	biological_process	GO:0000200	0	0	0
223	obsolete MAPK import into nucleus involved in cell wall organization or biogenesis	biological_process	GO:0000201	1	0	0
224	obsolete MAPKKK cascade during sporulation (sensu Saccharomyces)	biological_process	GO:0000202	1	0	0
225	obsolete activation of MAPKKK during sporulation (sensu Saccharomyces)	biological_process	GO:0000203	1	0	0
226	obsolete activation of MAPKK during sporulation (sensu Saccharomyces)	biological_process	GO:0000204	1	0	0
227	obsolete activation of MAPK during sporulation (sensu Saccharomyces)	biological_process	GO:0000205	1	0	0
228	obsolete inactivation of MAPK during sporulation (sensu Saccharomyces)	biological_process	GO:0000206	1	0	0
229	obsolete nuclear translocation of MAPK during sporulation (sensu Saccharomyces)	biological_process	GO:0000207	1	0	0
230	obsolete MAPK import into nucleus involved in osmosensory signaling pathway	biological_process	GO:0000208	1	0	0
231	protein polyubiquitination	biological_process	GO:0000209	0	0	0
232	NAD+ diphosphatase activity	molecular_function	GO:0000210	0	0	0
233	obsolete protein degradation tagging activity	molecular_function	GO:0000211	1	0	0
234	protein binding	molecular_function	GO:0005515	0	0	0
235	modification-dependent protein catabolic process	biological_process	GO:0019941	0	0	0
236	meiotic spindle organization	biological_process	GO:0000212	0	0	0
237	tRNA-intron endonuclease activity	molecular_function	GO:0000213	0	0	0
238	tRNA-intron endonuclease complex	cellular_component	GO:0000214	0	0	0
239	tRNA 2'-phosphotransferase activity	molecular_function	GO:0000215	0	0	0
240	obsolete M/G1 transition of mitotic cell cycle	biological_process	GO:0000216	1	0	0
241	DNA secondary structure binding	molecular_function	GO:0000217	0	0	0
242	obsolete vacuolar hydrogen-transporting ATPase	cellular_component	GO:0000219	1	0	0
243	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469	0	0	0
244	vacuolar proton-transporting V-type ATPase, V0 domain	cellular_component	GO:0000220	0	0	0
245	vacuolar proton-transporting V-type ATPase, V1 domain	cellular_component	GO:0000221	0	0	0
246	plasma membrane proton-transporting V-type ATPase, V0 domain	cellular_component	GO:0000222	0	0	0
247	plasma membrane proton-transporting V-type ATPase, V1 domain	cellular_component	GO:0000223	0	0	0
248	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity	molecular_function	GO:0000224	0	0	0
249	N-acetylglucosaminylphosphatidylinositol deacetylase activity	molecular_function	GO:0000225	0	0	0
250	microtubule cytoskeleton organization	biological_process	GO:0000226	0	0	0
251	oxaloacetate secondary active transmembrane transporter activity	molecular_function	GO:0000227	0	0	0
252	nuclear chromosome	cellular_component	GO:0000228	0	0	0
253	cytoplasmic chromosome	cellular_component	GO:0000229	0	0	0
254	obsolete nuclear mitotic chromosome	cellular_component	GO:0000230	1	0	0
255	condensed nuclear chromosome	cellular_component	GO:0000794	0	0	0
256	obsolete cytoplasmic mitotic chromosome	cellular_component	GO:0000231	1	0	0
257	condensed chromosome	cellular_component	GO:0000793	0	0	0
258	obsolete nuclear interphase chromosome	cellular_component	GO:0000232	1	0	0
259	obsolete cytoplasmic interphase chromosome	cellular_component	GO:0000233	1	0	0
260	phosphoethanolamine N-methyltransferase activity	molecular_function	GO:0000234	0	0	0
261	astral microtubule	cellular_component	GO:0000235	0	0	0
262	mitotic prometaphase	biological_process	GO:0000236	0	0	0
263	leptotene	biological_process	GO:0000237	0	0	0
264	zygotene	biological_process	GO:0000238	0	0	0
265	pachytene	biological_process	GO:0000239	0	0	0
266	diplotene	biological_process	GO:0000240	0	0	0
267	diakinesis	biological_process	GO:0000241	0	0	0
268	pericentriolar material	cellular_component	GO:0000242	0	0	0
269	commitment complex	cellular_component	GO:0000243	0	0	0
270	spliceosomal tri-snRNP complex assembly	biological_process	GO:0000244	0	0	0
271	spliceosomal complex assembly	biological_process	GO:0000245	0	0	0
272	delta24(24-1) sterol reductase activity	molecular_function	GO:0000246	0	0	0
273	C-8 sterol isomerase activity	molecular_function	GO:0000247	0	0	0
274	C-5 sterol desaturase activity	molecular_function	GO:0000248	0	0	0
275	C-22 sterol desaturase activity	molecular_function	GO:0000249	0	0	0
276	lanosterol synthase activity	molecular_function	GO:0000250	0	0	0
277	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	molecular_function	GO:0000252	0	0	0
278	3-keto sterol reductase activity	molecular_function	GO:0000253	0	0	0
279	C-4 methylsterol oxidase activity	molecular_function	GO:0000254	0	0	0
280	allantoin metabolic process	biological_process	GO:0000255	0	0	0
281	allantoin catabolic process	biological_process	GO:0000256	0	0	0
282	nitrilase activity	molecular_function	GO:0000257	0	0	0
283	obsolete isoleucine/valine:sodium symporter activity	molecular_function	GO:0000258	1	0	0
284	amino acid:sodium symporter activity	molecular_function	GO:0005283	0	0	0
285	L-valine transmembrane transporter activity	molecular_function	GO:0005304	0	0	0
286	L-isoleucine transmembrane transporter activity	molecular_function	GO:0015188	0	0	0
287	obsolete intracellular nucleoside transmembrane transporter activity	molecular_function	GO:0000259	1	0	0
288	nucleoside transmembrane transporter activity	molecular_function	GO:0005337	0	0	0
289	intracellular	cellular_component	GO:0005622	0	0	0
290	obsolete hydrogen-translocating V-type ATPase activity	molecular_function	GO:0000260	1	0	0
291	proton-transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961	0	0	0
292	obsolete sodium-translocating V-type ATPase activity	molecular_function	GO:0000261	1	0	0
293	sodium-transporting ATPase activity, rotational mechanism	molecular_function	GO:0046962	0	0	0
294	mitochondrial chromosome	cellular_component	GO:0000262	0	0	0
295	obsolete heterotrimeric G-protein GTPase, alpha-subunit	molecular_function	GO:0000263	1	0	0
296	GTPase activity	molecular_function	GO:0003924	0	0	0
297	heterotrimeric G-protein complex	cellular_component	GO:0005834	0	0	0
298	obsolete heterotrimeric G-protein GTPase, beta-subunit	molecular_function	GO:0000264	1	0	0
299	obsolete heterotrimeric G-protein GTPase, gamma-subunit	molecular_function	GO:0000265	1	0	0
300	mitochondrial fission	biological_process	GO:0000266	0	0	0
301	obsolete cell fraction	cellular_component	GO:0000267	1	0	0
302	cellular_component	cellular_component	GO:0005575	0	0	0
303	peroxisome targeting sequence binding	molecular_function	GO:0000268	0	0	0
304	toxin export channel activity	molecular_function	GO:0000269	0	0	0
305	peptidoglycan metabolic process	biological_process	GO:0000270	0	0	0
306	polysaccharide biosynthetic process	biological_process	GO:0000271	0	0	0
307	polysaccharide catabolic process	biological_process	GO:0000272	0	0	0
308	mitochondrial proton-transporting ATP synthase, stator stalk	cellular_component	GO:0000274	0	0	0
309	mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)	cellular_component	GO:0000275	0	0	0
310	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	cellular_component	GO:0000276	0	0	0
311	[cytochrome c]-lysine N-methyltransferase activity	molecular_function	GO:0000277	0	0	0
312	mitotic cell cycle	biological_process	GO:0000278	0	0	0
313	M phase	biological_process	GO:0000279	0	0	0
314	nuclear division	biological_process	GO:0000280	0	0	0
315	mitotic cytokinesis	biological_process	GO:0000281	0	0	0
316	cellular bud site selection	biological_process	GO:0000282	0	0	0
317	obsolete shmoo orientation	biological_process	GO:0000284	1	0	0
318	cell morphogenesis involved in conjugation with cellular fusion	biological_process	GO:0000753	0	0	0
319	1-phosphatidylinositol-3-phosphate 5-kinase activity	molecular_function	GO:0000285	0	0	0
320	alanine dehydrogenase activity	molecular_function	GO:0000286	0	0	0
321	magnesium ion binding	molecular_function	GO:0000287	0	0	0
322	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	biological_process	GO:0000288	0	0	0
323	nuclear-transcribed mRNA poly(A) tail shortening	biological_process	GO:0000289	0	0	0
324	deadenylation-dependent decapping of nuclear-transcribed mRNA	biological_process	GO:0000290	0	0	0
325	nuclear-transcribed mRNA catabolic process, exonucleolytic	biological_process	GO:0000291	0	0	0
326	RNA fragment catabolic process	biological_process	GO:0000292	0	0	0
327	ferric-chelate reductase activity	molecular_function	GO:0000293	0	0	0
328	nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay	biological_process	GO:0000294	0	0	0
329	adenine nucleotide transmembrane transporter activity	molecular_function	GO:0000295	0	0	0
330	spermine transport	biological_process	GO:0000296	0	0	0
331	spermine transmembrane transporter activity	molecular_function	GO:0000297	0	0	0
332	endopolyphosphatase activity	molecular_function	GO:0000298	0	0	0
333	obsolete integral to membrane of membrane fraction	cellular_component	GO:0000299	1	0	0
334	integral component of membrane	cellular_component	GO:0016021	0	0	0
335	obsolete peripheral to membrane of membrane fraction	cellular_component	GO:0000300	1	0	0
336	extrinsic component of membrane	cellular_component	GO:0019898	0	0	0
337	retrograde transport, vesicle recycling within Golgi	biological_process	GO:0000301	0	0	0
338	response to reactive oxygen species	biological_process	GO:0000302	0	0	0
339	response to superoxide	biological_process	GO:0000303	0	0	0
340	response to singlet oxygen	biological_process	GO:0000304	0	0	0
341	response to oxygen radical	biological_process	GO:0000305	0	0	0
342	extrinsic component of vacuolar membrane	cellular_component	GO:0000306	0	0	0
343	cyclin-dependent protein kinase holoenzyme complex	cellular_component	GO:0000307	0	0	0
344	cytoplasmic cyclin-dependent protein kinase holoenzyme complex	cellular_component	GO:0000308	0	0	0
345	nicotinamide-nucleotide adenylyltransferase activity	molecular_function	GO:0000309	0	0	0
346	xanthine phosphoribosyltransferase activity	molecular_function	GO:0000310	0	0	0
347	plastid large ribosomal subunit	cellular_component	GO:0000311	0	0	0
348	plastid small ribosomal subunit	cellular_component	GO:0000312	0	0	0
349	organellar ribosome	cellular_component	GO:0000313	0	0	0
350	organellar small ribosomal subunit	cellular_component	GO:0000314	0	0	0
351	organellar large ribosomal subunit	cellular_component	GO:0000315	0	0	0
352	sulfite transport	biological_process	GO:0000316	0	0	0
353	sulfite transmembrane transporter activity	molecular_function	GO:0000319	0	0	0
354	re-entry into mitotic cell cycle	biological_process	GO:0000320	0	0	0
355	re-entry into mitotic cell cycle after pheromone arrest	biological_process	GO:0000321	0	0	0
356	storage vacuole	cellular_component	GO:0000322	0	0	0
357	lytic vacuole	cellular_component	GO:0000323	0	0	0
358	fungal-type vacuole	cellular_component	GO:0000324	0	0	0
359	plant-type vacuole	cellular_component	GO:0000325	0	0	0
360	protein storage vacuole	cellular_component	GO:0000326	0	0	0
361	lytic vacuole within protein storage vacuole	cellular_component	GO:0000327	0	0	0
362	fungal-type vacuole lumen	cellular_component	GO:0000328	0	0	0
363	fungal-type vacuole membrane	cellular_component	GO:0000329	0	0	0
364	plant-type vacuole lumen	cellular_component	GO:0000330	0	0	0
365	contractile vacuole	cellular_component	GO:0000331	0	0	0
366	template for synthesis of G-rich strand of telomere DNA activity	molecular_function	GO:0000332	0	0	0
367	telomerase catalytic core complex	cellular_component	GO:0000333	0	0	0
368	3-hydroxyanthranilate 3,4-dioxygenase activity	molecular_function	GO:0000334	0	0	0
369	negative regulation of transposition, DNA-mediated	biological_process	GO:0000335	0	0	0
370	positive regulation of transposition, DNA-mediated	biological_process	GO:0000336	0	0	0
371	regulation of transposition, DNA-mediated	biological_process	GO:0000337	0	0	0
372	protein deneddylation	biological_process	GO:0000338	0	0	0
373	RNA cap binding	molecular_function	GO:0000339	0	0	0
374	RNA 7-methylguanosine cap binding	molecular_function	GO:0000340	0	0	0
375	RNA trimethylguanosine cap binding	molecular_function	GO:0000341	0	0	0
376	RNA cap 4 binding	molecular_function	GO:0000342	0	0	0
377	plastid-encoded plastid RNA polymerase complex A	cellular_component	GO:0000343	0	0	0
378	plastid-encoded plastid RNA polymerase complex B	cellular_component	GO:0000344	0	0	0
379	cytosolic DNA-directed RNA polymerase complex	cellular_component	GO:0000345	0	0	0
380	transcription export complex	cellular_component	GO:0000346	0	0	0
381	THO complex	cellular_component	GO:0000347	0	0	0
382	mRNA branch site recognition	biological_process	GO:0000348	0	0	0
383	generation of catalytic spliceosome for first transesterification step	biological_process	GO:0000349	0	0	0
384	generation of catalytic spliceosome for second transesterification step	biological_process	GO:0000350	0	0	0
385	trans assembly of SL-containing precatalytic spliceosome	biological_process	GO:0000352	0	0	0
386	formation of quadruple SL/U4/U5/U6 snRNP	biological_process	GO:0000353	0	0	0
387	cis assembly of pre-catalytic spliceosome	biological_process	GO:0000354	0	0	0
388	obsolete first U2-type spliceosomal transesterification activity	molecular_function	GO:0000362	1	0	0
389	first spliceosomal transesterification activity	molecular_function	GO:0000384	0	0	0
390	obsolete first U12-type spliceosomal transesterification activity	molecular_function	GO:0000363	1	0	0
391	obsolete second U2-type spliceosomal transesterification activity	molecular_function	GO:0000364	1	0	0
392	second spliceosomal transesterification activity	molecular_function	GO:0000386	0	0	0
393	mRNA trans splicing, via spliceosome	biological_process	GO:0000365	0	0	0
394	intergenic mRNA trans splicing	biological_process	GO:0000366	0	0	0
395	obsolete second U12-type spliceosomal transesterification activity	molecular_function	GO:0000367	1	0	0
396	Group I intron splicing	biological_process	GO:0000372	0	0	0
397	Group II intron splicing	biological_process	GO:0000373	0	0	0
